,PUMA_GEOID,PUMA_NAME,UAC_POP,UAC_NAME,UAC_POP
2449,2300700,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA,71263,"Portland, ME",212615
2255,0901101,New London County (South) PUMA,64135,"Norwich--New London, CT--RI",212193
2254,0901100,New London County (North) PUMA,64135,"Norwich--New London, CT--RI",212193
1025,1209100,Okaloosa County PUMA,31060,"Fort Walton Beach--Navarre--Wright, FL",211797
1026,1200500,"Walton, Washington, Holmes & Bay Counties PUMA",31060,"Fort Walton Beach--Navarre--Wright, FL",211797
64,4800300,Panhandle Regional Planning Commission--Randall County--Amarillo City (South) PUMA,01927,"Amarillo, TX",207376
65,4800200,Panhandle Regional Planning Commission--Potter County--Amarillo City (North) PUMA,01927,"Amarillo, TX",207376
411,5311801,Kitsap County (North)--Bainbridge Island City & Silverdale PUMA,09946,"Bremerton, WA",206354
2875,0608303,Santa Barbara County--South Coast Region PUMA,79282,"Santa Barbara, CA",204555
2874,0608302,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA",79282,"Santa Barbara, CA",204555
1048,1200102,Alachua County (Outer) PUMA,32167,"Gainesville, FL",203839
1047,1200101,Alachua County (Central)--Gainesville City (Central) PUMA,32167,"Gainesville, FL",203839
1162,3702000,Caldwell & Alexander Counties PUMA,38647,"Hickory, NC",200427
1121,5400400,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties PUMA",36190,"Hagerstown, MD--WV--PA",199251
1120,4203702,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,36190,"Hagerstown, MD--WV--PA",199251
1119,2400200,Washington County--Hagerstown City PUMA,36190,"Hagerstown, MD--WV--PA",199251
980,2700100,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties PUMA",29089,"Fargo, ND--MN",196780
981,3800500,Cass County--Fargo City PUMA,29089,"Fargo, ND--MN",196780
971,4200102,Erie County (Outer) PUMA,27766,"Erie, PA",195399
970,4200101,"Erie City, Lawrence Park Township & Wesleyville Borough PUMA",27766,"Erie, PA",195399
3090,4500301,Spartanburg County (Central)--Spartanburg City PUMA,83548,"Spartanburg, SC",191955
2771,0605301,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUMA",78310,"Salinas, CA",190633
2770,0605302,Monterey County (Northeast)--Salinas City PUMA,78310,"Salinas, CA",190633
677,4803602,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,18748,"College Station--Bryan, TX",190174
821,1212701,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town PUMA",23311,"Deltona, FL",189187
3402,0900901,Waterbury Town PUMA,92485,"Waterbury, CT",188954
2279,5311401,"Thurston County (Central)--Olympia, Lacey & Tumwater Cities PUMA",65242,"Olympia--Lacey, WA",186554
2280,5311402,Thurston County (Outer) PUMA,65242,"Olympia--Lacey, WA",186554
2252,1202700,"Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties PUMA",63838,"North Port--Port Charlotte, FL",186300
499,1901000,Linn County--Cedar Rapids City PUMA,14752,"Cedar Rapids, IA",183392
3312,4803802,"Heart of Texas COG--McLennan County--Waco (Outer), Hewitt & Robinson Cities PUMA",91027,"Waco, TX",182997
3313,4803801,Heart of Texas COG--McLennan County--Waco City (Central) PUMA,91027,"Waco, TX",182997
1170,3703600,Randolph County PUMA,38809,"High Point, NC",173830
655,2100300,Pennyrile Area Development District (South) PUMA,17317,"Clarksville, TN--KY",173543
656,4700300,Montgomery & Stewart Counties--Clarksville City PUMA,17317,"Clarksville, TN--KY",173543
1059,3703002,Gaston County (Southeast)--Gastonia & Belmont Cities PUMA,32653,"Gastonia, NC--SC",173389
3261,0609501,Solano County (Southwest)--Vallejo & Benicia Cities PUMA,90028,"Vallejo, CA",173387
3262,0605500,Napa County--Napa City PUMA,90028,"Vallejo, CA",173387
3263,0609502,Solano County (Central)--Fairfield & Suisun City Cities PUMA,90028,"Vallejo, CA",173387
3072,4600600,Sioux Falls City PUMA,82252,"Sioux Falls, SD",172362
3071,4600500,Southeast South Dakota (Outside Sioux Falls City) PUMA,82252,"Sioux Falls, SD",172362
1468,3900700,Erie & Sandusky Counties PUMA,51364,"Lorain--Elyria, OH",172200
1470,3900801,Lorain County (North)--Elyria & Lorain Cities PUMA,51364,"Lorain--Elyria, OH",172200
2259,1208301,Marion County (North) PUMA,64567,"Ocala, FL",169407
2258,1208303,Marion County (South Central) PUMA,64567,"Ocala, FL",169407
2257,1208302,Marion County (Central)--Ocala City PUMA,64567,"Ocala, FL",169407
2879,0608702,Santa Cruz County (South & Coastal)--Santa Cruz City PUMA,79336,"Santa Cruz, CA",168803
1773,1600500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA,60976,"Nampa, ID",166548
1761,2600801,Ottawa County (West) PUMA,60841,"Muskegon, MI",165161
1764,2600700,Muskegon County PUMA,60841,"Muskegon, MI",165161
1615,4100902,Jackson County (Outside Medford & Central Point Cities)--Ashland City PUMA,55981,"Medford, OR",163932
1616,4100901,Jackson County (Central)--Medford & Central Point Cities PUMA,55981,"Medford, OR",163932
3111,1701300,Sangamon County--Springfield City PUMA,83899,"Springfield, IL",162521
1593,3300400,Central New Hampshire--Merrimack County (Central)--Concord City PUMA,53740,"Manchester, NH",160798
1594,3300800,Manchester City PUMA,53740,"Manchester, NH",160798
1369,1801200,Tippecanoe County--Lafayette & West Lafayette Cities PUMA,46018,"Lafayette, IN",159184
3058,1206100,Indian River County PUMA,80400,"Sebastian--Vero Beach South--Florida Ridge, FL",157362
2443,4804301,Jefferson County (North Central)--Beaumont City PUMA,70993,"Port Arthur, TX",157314
2442,4804302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,70993,"Port Arthur, TX",157314
2441,4804200,Orange & Hardin Counties PUMA,70993,"Port Arthur, TX",157314
1610,5311706,Snohomish County (North)--Marysville & Arlington Cities PUMA,55333,"Marysville, WA",156811
254,3602201,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,07732,"Binghamton, NY--PA",154929
243,3602202,Broome (Outer West) & Tioga Counties PUMA,07732,"Binghamton, NY--PA",154929
244,3602203,"Chenango, Delaware & Broome (East) Counties PUMA",07732,"Binghamton, NY--PA",154929
1032,2400302,Frederick County (Central)--Greater Frederick City PUMA,31519,"Frederick, MD",154055
3134,1205301,Hernando County PUMA,84024,"Spring Hill, FL",153238
1034,5151120,George Washington Regional Commission (South) PUMA,31600,"Fredericksburg, VA",153049
3210,2000801,Shawnee County (Central)--Topeka City PUMA,88084,"Topeka, KS",151833
3211,2000802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties PUMA",88084,"Topeka, KS",151833
3212,2000400,Northeast Kansas PUMA,88084,"Topeka, KS",151833
500,1702100,Champaign County--Champaign & Urbana Cities PUMA,15211,"Champaign, IL",151015
3238,0101600,Tuscaloosa & Northport (Southeast) Cities PUMA,89110,"Tuscaloosa, AL",149939
3237,0101500,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA,89110,"Tuscaloosa, AL",149939
1378,2200900,Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA,46531,"Lake Charles, LA",149692
1379,2200800,Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA,46531,"Lake Charles, LA",149692
502,5401000,Kanawha & Clay Counties--Charleston City PUMA,15481,"Charleston, WV",149632
1190,2202100,South Central Planning & Development Commission 3--Terrebonne Parish PUMA,40375,"Houma, LA",149260
1805,2504500,Bristol County (South)--New Bedford City & Fairhaven Town PUMA,61786,"New Bedford, MA",149254
1628,0604702,Merced County (Northeast)--Merced & Atwater Cities PUMA,56251,"Merced, CA",147216
1629,0604701,Merced County (West & South)--Los Banos & Livingston Cities PUMA,56251,"Merced, CA",147216
2261,4803100,Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City PUMA,64864,"Odessa, TX",145520
2260,4803000,Permian Basin Regional Planning Commission (Central)--Midland County--Midland City PUMA,64864,"Odessa, TX",145520
978,0609503,Solano County (Northeast)--Vacaville & Dixon Cities PUMA,28657,"Fairfield, CA",141563
3317,1301500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA,91783,"Warner Robins, GA",141116
3316,1301600,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,91783,"Warner Robins, GA",141116
3318,1301400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA,91783,"Warner Robins, GA",141116
104,1303600,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA,03763,"Athens-Clarke County, GA",138968
105,1303700,Northeast Georgia Regional Commission (East) PUMA,03763,"Athens-Clarke County, GA",138968
2553,0800700,Pueblo County (North)--Pueblo City & Pueblo West PUMA,72613,"Pueblo, CO",138952
3512,0400700,Yuma County--Yuma City PUMA,98020,"Yuma, AZ--CA",138280
3513,0602500,Imperial County--El Centro City PUMA,98020,"Yuma, AZ--CA",138280
2882,0607901,San Luis Obispo County (West)--Coastal Region PUMA,79417,"Santa Maria, CA",138183
2883,0608301,Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA,79417,"Santa Maria, CA",138183
1128,4806702,Cameron County (West)--Harlingen & San Benito Cities PUMA,36892,"Harlingen, TX",137013
268,1702000,McLean County PUMA,08407,"Bloomington--Normal, IL",135621
3243,4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",89326,"Tyler, TX",133970
3244,4801502,East Texas COG (Central)--Smith County (West)--Tyler City PUMA,89326,"Tyler, TX",133970
3245,4801501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,89326,"Tyler, TX",133970
3497,5310901,Yakima County (Central)--Greater Yakima City PUMA,97507,"Yakima, WA",133528
3500,5310902,Yakima County (Outer)--Sunnyside & Grandview Cities PUMA,97507,"Yakima, WA",133528
685,2900600,Boone County PUMA,18937,"Columbia, MO",132865
1429,1206902,Sumter (North) & Lake (North) Counties PUMA,48799,"Leesburg--Eustis--Tavares, FL",129645
1411,3501002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",47935,"Las Cruces, NM",129115
478,3701600,Alamance County--Burlington City PUMA,11728,"Burlington, NC",128371
1077,0801002,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA",34273,"Grand Junction, CO",127852
1078,0801001,Mesa County (Central)--Greater Grand Junction & Fruita Cities PUMA,34273,"Grand Junction, CO",127852
1022,4000200,"Cherokee, Sequoyah & Adair Counties PUMA",30925,"Fort Smith, AR--OK",126690
1023,4000300,Southeast Oklahoma PUMA,30925,"Fort Smith, AR--OK",126690
1021,0501400,Sebastian & Crawford Counties PUMA,30925,"Fort Smith, AR--OK",126690
1106,3704200,Pitt County--Greenville City PUMA,35380,"Greenville, NC",125059
401,0800803,Boulder County (Central)--Boulder City PUMA,09298,"Boulder, CO",124119
402,0800802,Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA,09298,"Boulder, CO",124119
2737,2601400,Bay & Midland Counties PUMA,77149,"Saginaw, MI",123360
2736,2601500,Saginaw County PUMA,77149,"Saginaw, MI",123360
1296,4701100,Sullivan County (Southeast)--Bristol City PUMA,43210,"Johnson City, TN",122228
1297,4701200,"Greene, Carter, Unicoi & Johnson Counties PUMA",43210,"Johnson City, TN",122228
1298,4701300,Washington County--Johnson City PUMA,43210,"Johnson City, TN",122228
1571,5151096,Virginia's Region 2000 (South)--Campbell County & Lynchburg City PUMA,52201,"Lynchburg, VA",122024
235,5310100,Whatcom County--Bellingham City PUMA,06652,"Bellingham, WA",121404
242,3000600,East Montana (Outside Billings City) PUMA,07705,"Billings, MT",121222
241,3000700,Billings City PUMA,07705,"Billings, MT",121222
2607,0608900,Shasta County--Redding City PUMA,73774,"Redding, CA",120809
929,2700400,"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities PUMA",24850,"Duluth, MN--WI",120068
930,2700500,"St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities PUMA",24850,"Duluth, MN--WI",120068
931,5500100,Northwest Wisconsin PUMA,24850,"Duluth, MN--WI",120068
1271,1901100,Johnson County--Iowa City PUMA,41590,"Iowa City, IA",119104
924,1000200,Kent County--Dover City PUMA,24580,"Dover, DE",118502
3314,2401600,Charles County--La Plata Town & Waldorf PUMA,91261,"Waldorf, MD",118326
1438,2500301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA",49096,"Leominster--Fitchburg, MA",118219
3511,0610100,Sutter & Yuba Counties--Yuba City PUMA,97939,"Yuba City, CA",118133
2742,2700900,Stearns County--St. Cloud City PUMA,77338,"St. Cloud, MN",116607
4,4802700,West Central Texas COG--Taylor County--Abilene City PUMA,00280,"Abilene, TX",116496
267,1802800,Monroe County--Bloomington City PUMA,08380,"Bloomington, IN",113981
1747,2200400,North Delta Regional Planning & Development District 1--Ouachita Parish PUMA,58330,"Monroe, LA",113431
3405,1900500,Black Hawk County--Waterloo & Cedar Falls Cities PUMA,92593,"Waterloo, IA",113266
484,5000100,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City PUMA",11755,"Burlington, VT",112998
2667,2702500,Olmsted County--Rochester City PUMA,75637,"Rochester, MN",112740
2743,4953001,Washington County--St. George City PUMA,77446,"St. George, UT",112521
2249,4001101,"Grady, McClain & Pottawatomie (South) Counties PUMA",63433,"Norman, OK",111757
3254,3600403,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",89785,"Utica, NY",111383
3252,3600402,Oneida County (Central)--Greater Utica & Rome Cities PUMA,89785,"Utica, NY",111383
3256,3600401,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,89785,"Utica, NY",111383
676,1600200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA",18451,"Coeur d'Alene, ID",107711
947,5555103,Eau Claire & Chippewa (South) Counties PUMA,26038,"Eau Claire, WI",106312
3069,3100200,Northeast Nebraska PUMA,82225,"Sioux City, IA--NE--SD",105634
3068,1902000,Woodbury & Plymouth Counties--Sioux City PUMA,82225,"Sioux City, IA--NE--SD",105634
3073,2202200,Regional Planning Commission 1--St. Tammany Parish (Northwest) PUMA,82468,"Slidell, LA",104849
3074,2202201,Regional Planning Commission 2--St. Tammany Parish (Southeast) PUMA,82468,"Slidell, LA",104849
1350,5151010,LENOWISCO & Cumberland Plateau Planning District Commissions PUMA,45235,"Kingsport, TN--VA",104573
1345,4701000,Hawkins & Sullivan (Northwest) Counties--Kingsport City PUMA,45235,"Kingsport, TN--VA",104573
1365,5500900,La Crosse County PUMA,45910,"La Crosse, WI--MN",102734
1364,5500700,West Central Wisconsin--Northern Mississippi Region PUMA,45910,"La Crosse, WI--MN",102734
1363,2702600,"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA",45910,"La Crosse, WI--MN",102734
636,0600701,Butte County (Northwest)--Chico City PUMA,16318,"Chico, CA",102694
1293,3704100,"Lenoir, Onslow (North) & Jones Counties PUMA",42400,"Jacksonville, NC",102543
1292,3704500,Onslow County (South)--Jacksonville City PUMA,42400,"Jacksonville, NC",102543
1456,4905001,"Cache, Summit, Morgan & Rich Counties PUMA",50959,"Logan, UT",102025
1186,2600900,Allegan County PUMA,39430,"Holland, MI",100575
2786,4802900,Concho Valley COG--Tom Green County--San Angelo City PUMA,78553,"San Angelo, TX",99718
2773,2401400,"Wicomico, Worcester & Somerset Counties--Salisbury City PUMA",78364,"Salisbury, MD--DE",98783
2772,1000300,Sussex County PUMA,78364,"Salisbury, MD--DE",98783
1461,4801600,East Texas COG (Central)--Gregg County--Longview City PUMA,51256,"Longview, TX",98182
1459,4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",51256,"Longview, TX",98182
561,5151089,Thomas Jefferson Planning District Commission (South & East) PUMA,15724,"Charlottesville, VA",97511
566,5151090,Thomas Jefferson Planning District Commission (North) PUMA,15724,"Charlottesville, VA",97511
2492,3300300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA",71506,"Portsmouth, NH--ME",96530
3428,4800600,North Texas Regional Planning Commission (Outside Wichita County) & Wise County PUMA,95104,"Wichita Falls, TX",95752
3429,4800700,North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA,95104,"Wichita Falls, TX",95752
1252,1601200,Bonneville County--Idaho Falls City PUMA,40996,"Idaho Falls, ID",95451
3270,3402400,Cumberland County (South)--Vineland & Millville Cities PUMA,90730,"Vineland, NJ",95177
1426,4000601,Comanche County (Central)--Lawton City PUMA,48394,"Lawton, OK",94276
1425,2000700,Douglas County--Lawrence City PUMA,48232,"Lawrence, KS",93979
240,4100400,Deschutes County PUMA,06868,"Bend, OR",93899
3191,1801600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties PUMA",87139,"Terre Haute, IN",93493
3192,1801700,Vigo County--Terre Haute City PUMA,87139,"Terre Haute, IN",93493
819,1701500,Macon County--Decatur City PUMA,22717,"Decatur, IL",93208
2523,0400500,Yavapai County PUMA,72112,"Prescott Valley--Prescott, AZ",92923
1017,4500900,Florence & Darlington Counties--Florence City PUMA,30061,"Florence, SC",92735
263,3800300,South Central North Dakota--Bismarck City PUMA,07921,"Bismarck, ND",91181
1752,1801500,"Henry, Randolph, Jay & Blackford Counties PUMA",60625,"Muncie, IN",90678
1751,1802000,Delaware County--Muncie City PUMA,60625,"Muncie, IN",90678
2880,3500500,Santa Fe County PUMA,79363,"Santa Fe, NM",90100
1124,0603100,Kings County--Hanford City PUMA,36703,"Hanford, CA",89553
